"papel","cotacao","P/L","P/VP","PSR","div.yield","P/ativo","P/cap.giro","P/EBIT","P/ativ_circ.liq","EV/EBIT","EV/EBITDA","mrg_ebit","mrg.Liq","liq.corr","ROIC","ROE","liq.2meses","patrim.liq","div.brut/patrim","cresc.rec.5a","data"
"EUCA3",23.6,31.72,1.57,1.875,0,0.871,-524.81,16.76,-5.67,20.33,10.09,0.1119,0.049400000000000006,0.99,0.0556,0.049400000000000006,57390.2,1395980000,0.35,0.0194,"2020-11-06T23:52:49.539Z"
"CREM3",14.5,32.69,2.45,0.685,0,0.67,4.89,8.52,-5.41,12.04,7.07,0.0805,0.021,1.29,0.11359999999999999,0.075,0,189701000,1.58,-0.0027,"2020-11-06T23:52:49.539Z"
"CEPE5",25,32.76,1.1,1.169,0.04019999999999999,0.195,15.42,11.2,-0.39,38.04,34.36,0.10439999999999999,0.035699999999999996,1.04,0.0215,0.0337,9123.38,1689000000,3.36,-0.20550000000000002,"2020-11-06T23:52:49.539Z"
"DTEX3",20.76,32.87,2.94,2.624,0.018000000000000002,1.281,8.77,26.9,-6.06,30.43,13.27,0.09759999999999999,0.0799,1.71,0.060700000000000004,0.08960000000000001,64333600,4878600000,0.71,0.09539999999999998,"2020-11-06T23:52:49.539Z"
"TSEP3",40,33.05,1.79,1.768,0,1.25,5.24,20.44,6.11,17.91,17.91,0.08650000000000001,0.0535,1.88,0.091,0.054299999999999994,0,2047020000,0,0.045,"2020-11-06T23:52:49.539Z"
"ELEK4",26,33.27,3.62,0.842,0.0165,1.452,5.1,70.89,-150.12,84.56,33.61,0.011899999999999999,0.0253,1.94,0.0252,0.10869999999999999,0,226327000,0.99,0.056900000000000006,"2020-11-06T23:52:49.539Z"
"B3SA3",56.62,34.58,4.56,15.359,0.034,2.638,27.27,27.39,-33.36,25.68,20.71,0.5608,0.4439,1.39,0.1419,0.132,660561000,25545600000,0.26,0.3569,"2020-11-06T23:52:49.539Z"
"CCPR3",14.14,34.98,1.22,4.8,0.0034999999999999996,0.436,3.59,9.88,-1.85,13.55,10.85,0.4858,0.26739999999999997,4.14,0.0513,0.035,3484640,1830530000,0.85,0.0352,"2020-11-06T23:52:49.539Z"
"CTIP3",49.5,35.13,8.76,8.248,0,3.774,-71.28,21.15,-14.32,21.42,18.26,0.3899,0.2348,0.85,0.2463,0.2494,0,1486250000,0.67,0.1343,"2020-11-06T23:52:49.539Z"
"TNLP3",27.75,35.39,0.96,0.468,0,0.17,1.76,4.63,-0.45,10.31,10.31,0.1012,-0.0007000000000000001,1.48,0.0458,0.027200000000000002,0,13736000000,2.02,0.1539,"2020-11-06T23:52:49.539Z"
"JSLG3",30.4,35.52,6.07,0.883,0.0059,0.377,1.17,9.92,-0.98,20.31,9.14,0.08900000000000001,0.026699999999999998,2.69,0.0676,0.1709,4956620,1402480000,12.25,0.1109,"2020-11-06T23:52:49.539Z"
"BOBR4",1.95,35.61,-2,0.478,0,0.728,-2.7,4.52,-0.78,6.64,5.53,0.1058,0.0134,0.62,0.2198,-0.055999999999999994,222028,-254612000,-1.04,-0.0026,"2020-11-06T23:52:49.539Z"
"VIGR3",25,36.57,2.55,0.763,0,0.899,11.45,12.39,-5.02,15.2,22.95,0.0616,0.022799999999999997,1.26,0.0906,0.0698,0,1593560000,0.84,0.5472,"2020-11-06T23:52:49.539Z"
"ALSC3",27.75,38.57,2.2,10.717,0.0095,1.202,9.41,19.33,-4.22,17.49,14.08,0.5545,0.293,5.39,0.0703,0.056900000000000006,0,2593960000,0,0.023399999999999997,"2020-11-06T23:52:49.539Z"
"RHDS3",0.11,39.98,3.24,0.548,0,0.79,-65.29,7.49,-2.7,10.7,8.06,0.0731,0.011699999999999999,0.97,0.11800000000000001,0.0812,0,272045000,1.49,0.0438,"2020-11-06T23:52:49.539Z"
"EQPA6",10.68,40.81,7.03,4.223,0.0075,2.054,8.96,18.17,-6.12,19.82,15.87,0.2324,0.1035,2.61,0.1431,0.1723,0,3356070000,1.2,0.0741,"2020-11-06T23:52:49.539Z"
"RAIA3",30.5,41.22,2.98,0.897,0,1.777,4.31,18.18,5.06,16.73,16.73,0.0493,0.0218,2.2,0.17800000000000002,0.0722,0,635785000,0.12,0,"2020-11-06T23:52:49.539Z"
"CEGR3",60,41.34,14.49,3.855,0,4.395,-43.74,24.28,-10.1,25.42,21.01,0.1588,0.0932,0.72,0.2366,0.3505,26821.2,1075100000,1.09,0.06509999999999999,"2020-11-06T23:52:49.539Z"
"PFRM3",5.24,41.37,0.65,0.124,0,0.191,1.44,3.55,-3.79,6.63,3.84,0.035,0.003,1.25,0.0857,0.015700000000000002,3582610,1001000000,0.95,0.07440000000000001,"2020-11-06T23:52:49.539Z"
"IMCH3",6.39,41.83,0.59,0.336,0,0.289,-9.49,12.28,-0.78,21.16,6.62,0.0273,0.008,0.82,0.0255,0.013999999999999999,0,920589000,0.51,0.2104,"2020-11-06T23:52:49.539Z"
"RLOG3",17.59,42.21,3.37,1.168,0,0.194,3.28,4.01,-0.31,10.11,5.48,0.2914,0.0999,1.52,0.0567,0.0799,10223100,2416520000,7.4,0.09269999999999999,"2020-11-06T23:52:49.539Z"
"BMIN3",18.5,43.29,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0.0167,27981.8,123747000,0,-0.1966,"2020-11-06T23:52:49.539Z"
"PTQS4",189.46,43.43,2.19,4.717,0,1.577,9.89,-7214.41,-35.73,-7466.35,-7466.35,-0.0007000000000000001,0.1137,3.32,-0.0002,0.0504,0,1714950000,0.24,0.5613,"2020-11-06T23:52:49.539Z"
"UOLL4",19.62,43.52,2.35,2.054,0,1.403,457.14,15.14,-12.83,16.49,16.49,0.1356,0.046900000000000004,1.01,0.1057,0.054000000000000006,0,1003690000,0.23,0.21989999999999998,"2020-11-06T23:52:49.539Z"
"PNVL4",18.14,44.08,5.19,0.96,0.005,1.787,8.73,28.94,-18.3,35.26,16.83,0.0332,0.0218,1.58,0.0748,0.1177,1115160,529635000,1.28,0.0788,"2020-11-06T23:52:49.539Z"
"BMIN4",18.85,44.11,0.73,0,0.07429999999999999,0,0,0,0,0,0,0,0,0,0,0.0167,13902.8,123747000,0,-0.1966,"2020-11-06T23:52:49.539Z"
"REDE3",10.55,44.22,6.01,2.054,0.0121,1.062,17.46,14.94,-2.31,19.57,13.74,0.1374,0.065,1.25,0.083,0.136,28313.1,3702250000,2.45,0.09179999999999999,"2020-11-06T23:52:49.539Z"
"CTSA8",1,44.64,0.39,0.255,0,0.175,5.93,3.73,-1.59,11.53,11.55,0.0682,0.005699999999999999,1.07,0.052199999999999996,0.0088,0,283521000,0.86,0.07429999999999999,"2020-11-06T23:52:49.539Z"
"GUAR3",14.8,44.86,1.51,1.081,0.0322,0.611,4.22,114.42,-18.14,139.41,15.69,0.009399999999999999,0.0241,1.35,0.0067,0.0336,22945400,4906450000,0.81,0.0546,"2020-11-06T23:52:49.539Z"
"FRAS4",5.79,45.39,1.51,0.95,0,0.636,1.99,12.54,-10.77,14.84,8.28,0.0758,0.014499999999999999,2.66,0.0687,0.0332,0,835771000,0.79,0.1363,"2020-11-06T23:52:49.539Z"
"BPAC3",41.89,46.48,4.44,0,0.0095,0,0,0,0,0,0,0,0,0,0,0.0956,267117,25573200000,0,0.6838,"2020-11-06T23:52:49.539Z"
"WSON33",42.54,47.03,1.32,1.802,0.0709,0.541,11.18,4.32,-1.28,7.3,7.3,0.4174,0.0414,1.41,0.1472,0.027999999999999997,2295200,2312510000,1.14,0.0058,"2020-11-06T23:52:49.539Z"
"BRML3",9.05,47.91,0.75,7.109,0,0.423,7.91,10.73,-1.3,13.72,13.25,0.6626000000000001,0.22399999999999998,2.89,0.042300000000000004,0.015700000000000002,156838000,10538200000,0.32,-0.039,"2020-11-06T23:52:49.539Z"
"BRAP3",44.34,48.53,1.41,0,0.016399999999999998,1.344,330.47,-857.9,397.11,-859.57,-859.57,0,0,1.09,-0.0016,0.028999999999999998,3290110,10969800000,0.02,0,"2020-11-06T23:52:49.539Z"
"LEVE4",44.49,48.6,4.39,2.623,0,2.212,10.57,21.69,55.09,22.38,16.17,0.121,0.0527,1.63,0.1328,0.09029999999999999,0,1300220000,0.49,-0.0012,"2020-11-06T23:52:49.539Z"
"PRGA4",75,49.39,8.97,1.702,0,1.246,13.69,21.28,-2.97,26.46,14.62,0.08,0.035,1.26,0.0928,0.1816,0,6793900000,3.66,0.0001,"2020-11-06T23:52:49.539Z"
"PLTO6",10.47,50.81,692616,0.69,0,0.901,2.9,55.05,-1.55,56.35,56.35,0.0125,0.013600000000000001,3.87,0.0174,13632,0,1000,21227,0.08779999999999999,"2020-11-06T23:52:49.539Z"
"RAIL3",19.21,50.97,4.2,5.106,0,0.85,14.32,17.82,-1.38,24.03,12.91,0.2865,0.1007,1.52,0.0557,0.0823,182943000,8490350000,2.11,0.1359,"2020-11-06T23:52:49.539Z"
"LCAM3",28.53,51.01,3.58,2.786,0.0161,1.199,33.2,22.61,-3.21,27.05,14.6,0.1233,0.0546,1.14,0.08410000000000001,0.0703,101299000,4049790000,1.29,0.7192000000000001,"2020-11-06T23:52:49.539Z"
"PNVL3",21.22,51.56,6.07,1.123,0.0039000000000000003,2.09,10.22,33.85,-21.4,40.17,19.18,0.0332,0.0218,1.58,0.0748,0.1177,11607100,529635000,1.28,0.0788,"2020-11-06T23:52:49.539Z"
"FLRY3",28.38,51.9,5.34,3.259,0.0259,1.608,10.06,22.09,-4.6,24.02,13.36,0.1476,0.06280000000000001,1.84,0.09570000000000001,0.10279999999999999,60132000,1687540000,1.14,0.08349999999999999,"2020-11-06T23:52:49.539Z"
"PLTO5",10.94,53.09,723708,0.721,0,0.942,3.03,57.52,-1.62,58.82,58.82,0.0125,0.013600000000000001,3.87,0.0174,13632,0,1000,21227,0.08779999999999999,"2020-11-06T23:52:49.539Z"
"FFTL3",25,53.22,2.26,3.41,0,1.508,23.71,20.9,-15.54,20.55,20.55,0.1632,0.0816,1.37,0.0891,0.0424,0,6274030000,0.07,0.0779,"2020-11-06T23:52:49.539Z"
"FFTL4",25.06,53.34,2.26,3.418,0,1.512,23.77,20.95,-15.58,20.6,20.6,0.1632,0.0816,1.37,0.0891,0.0424,0,6274030000,0.07,0.0779,"2020-11-06T23:52:49.539Z"
"BRAP4",49.59,54.27,1.57,0,0.0161,1.503,369.6,-959.47,444.13,-961.15,-961.15,0,0,1.09,-0.0016,0.028999999999999998,130642000,10969800000,0.02,0,"2020-11-06T23:52:49.539Z"
"FRAS3",7.1,55.66,1.85,1.165,0.0102,0.78,2.44,15.38,-13.21,17.68,9.86,0.0758,0.014499999999999999,2.66,0.0687,0.0332,1220350,835771000,0.79,0.1363,"2020-11-06T23:52:49.539Z"
"GVTT3",57.7,57.38,3.68,4.312,0,2.268,21.82,25.92,-18.43,26.65,26.65,0.1664,0.07519999999999999,1.66,0.1032,0.0642,0,2150790000,0.24,0.3147,"2020-11-06T23:52:49.539Z"
"PGMN3",8.49,58.1,2.06,0.563,0,0.664,3.12,11.37,-4.93,12.27,6.97,0.0495,0.0097,1.65,0.08470000000000001,0.0354,6915370,1830370000,0.52,0.0421,"2020-11-06T23:52:49.539Z"
"CEBR3",104,58.59,2.12,0.548,0.016,0.435,22.44,22.47,-1.45,24.71,17.19,0.024399999999999998,0.0209,1.05,0.022400000000000003,0.0361,164477,707881000,0.59,0.0557,"2020-11-06T23:52:49.539Z"
"RENT3",68,58.96,9.01,5.093,0.0053,2.596,15.88,35.2,-6.27,39.77,26,0.1447,0.0864,2.22,0.1015,0.1528,364974000,5724110000,1.94,0.2661,"2020-11-06T23:52:49.539Z"
"AEDU3",18.35,59.34,3.32,4.141,0,2.159,17,41.06,-21.55,43.27,29.01,0.1008,0.0698,2.04,0.057699999999999994,0.055999999999999994,0,2415400000,0.3,0.209,"2020-11-06T23:52:49.539Z"
"HAPV3",71.5,61.44,6.9,7.321,0.0045000000000000005,4.01,45.43,42.04,-23.47,41.82,30.75,0.17420000000000002,0.11939999999999999,1.55,0.1174,0.11220000000000001,121035000,7702680000,0.27,0.4783,"2020-11-06T23:52:49.539Z"
"SUBA3",84,61.95,8.39,8.067,0,6.778,8.03,115.78,8.09,106.17,106.17,0.0697,0.13019999999999998,5.55,0.1911,0.1354,0,530396000,0,0,"2020-11-06T23:52:49.539Z"
"CEBR5",114,64.23,2.32,0.601,0.0344,0.477,24.6,24.63,-1.59,26.87,18.69,0.024399999999999998,0.0209,1.05,0.022400000000000003,0.0361,63408.5,707881000,0.59,0.0557,"2020-11-06T23:52:49.539Z"
"DOHL3",16.25,64.65,2.11,2.698,0.0064,1.659,4.25,288.89,6.46,273.55,61.31,0.009300000000000001,0.0417,5.87,0.0067,0.0326,44166.2,582769000,0.04,0.028399999999999998,"2020-11-06T23:52:49.539Z"
"PDTC3",4.03,65.47,3.6,13.279,0,0.925,3.54,321.62,-42.59,335.28,169.71,0.041299999999999996,0.2028,1.57,0.004,0.055099999999999996,185514,87703000,0.9,-0.4704,"2020-11-06T23:52:49.539Z"
"CEBR6",119,67.04,2.42,0.627,0.0154,0.498,25.68,25.71,-1.66,27.95,19.44,0.024399999999999998,0.0209,1.05,0.022400000000000003,0.0361,136334,707881000,0.59,0.0557,"2020-11-06T23:52:49.539Z"
"ALSO3",25.08,68.08,1.01,6.995,0,0.61,4.24,14.58,-4.44,11.67,8,0.4797,0.1251,9.44,0.0478,0.0149,33883400,6576040000,0,0.24489999999999998,"2020-11-06T23:52:49.539Z"
"TELB4",28.81,68.76,1.23,7.565,0,0.462,1.92,-7.27,-1.41,-5.01,-19.6,-1.0409,0.11,5.3,-0.0818,0.0179,532199,1591550000,0.17,0.4235,"2020-11-06T23:52:49.539Z"
"POMO3",2.47,68.97,0.95,0.624,0.0296,0.386,1.73,11.38,-8.6,17.24,11.64,0.054900000000000004,0.0069,1.7,0.044000000000000004,0.0138,468029,2458970000,0.88,0.1275,"2020-11-06T23:52:49.539Z"
"CPRE3",18.23,69.43,2.42,5.708,0,0.915,-80.54,15.34,-1.89,19.59,10.21,0.3722,0.0877,0.92,0.0661,0.0349,0,4467110000,0.91,0.0564,"2020-11-06T23:52:49.539Z"
"LAME3",22.39,70.84,3.34,2.028,0.006999999999999999,1.04,2.88,19.92,32.01,19.93,11.62,0.1018,0.0255,2.33,0.11689999999999999,0.0472,55632200,12512500000,1.28,0.0334,"2020-11-06T23:52:49.539Z"
"TOTS3",31.07,71.19,7,7.223,0.0060999999999999995,3.654,23.35,18.15,73.22,17.31,14.59,0.39799999999999996,0.1017,1.42,0.2632,0.0983,135058000,2566020000,0.09,0.0311,"2020-11-06T23:52:49.539Z"
"DAGB33",375,71.75,1.6,0.64,0,0.51,15.24,11.87,-1.27,19.35,30.65,0.053899999999999997,0.0167,1.17,0.0496,0.022400000000000003,0,12597300000,1.18,0.3208,"2020-11-06T23:52:49.539Z"
"GNDI3",73.86,73.22,6.65,4.672,0.0022,3.149,75.91,34.94,-11.44,34.9,28.32,0.13369999999999999,0.0638,1.2,0.1059,0.0908,209322000,6775330000,0.29,0.3539,"2020-11-06T23:52:49.539Z"
"POMO4",2.66,74.27,1.02,0.672,0.0274,0.416,1.86,12.25,-9.26,18.11,12.23,0.054900000000000004,0.0069,1.7,0.044000000000000004,0.0138,19893200,2458970000,0.88,0.1275,"2020-11-06T23:52:49.539Z"
"CTPC3",0.2,76.36,1.08,0,0,0.097,0,-16.86,0,-18.75,-18.75,0,0,0,0,0.0141,0,2411000,0,-0.061,"2020-11-06T23:52:49.539Z"
"LAME4",25.02,79.16,3.73,2.267,0.0063,1.162,3.21,22.26,35.77,22.27,12.98,0.1018,0.0255,2.33,0.11689999999999999,0.0472,227361000,12512500000,1.28,0.0334,"2020-11-06T23:52:49.539Z"
"WEGE3",84,83.98,15.85,10.777,0.0052,9.254,26.48,60.38,44.82,59.82,52.09,0.17850000000000002,0.1307,2.35,0.2054,0.1887,499682000,11122500000,0.18,0.1456,"2020-11-06T23:52:49.539Z"
"ELCA4",20.2,84.66,11.51,3.932,0,2.033,33.43,28.61,-4.43,33.24,23.33,0.1374,0.065,1.25,0.083,0.136,0,3702250000,2.45,0.09179999999999999,"2020-11-06T23:52:49.539Z"
"VULC3",7.12,85.31,1.7,1.634,0,1.167,2.45,25.81,3.69,25.16,11.32,0.0633,0.0191,4.08,0.0592,0.0199,7635100,1029360000,0.27,0.0143,"2020-11-06T23:52:49.539Z"
"UNIP5",31.52,86.62,2.12,0.971,0.0235,0.725,7.06,9.6,-2.52,9.61,5.89,0.1011,0.0132,1.38,0.1001,0.0245,51441.1,1401020000,0.54,0.3453,"2020-11-06T23:52:49.539Z"
"UNIP6",32.49,89.29,2.19,1.001,0.0138,0.747,7.28,9.9,-2.59,9.91,6.07,0.1011,0.0132,1.38,0.1001,0.0245,5438960,1401020000,0.54,0.3453,"2020-11-06T23:52:49.539Z"
"CASN3",15.2,89.87,8.67,8.066,0.0026,3.014,275.65,33.28,-5.99,36.95,28.69,0.24239999999999998,0.0897,1.08,0.0975,0.0965,36.19,1316960000,1.13,0.1182,"2020-11-06T23:52:49.539Z"
"CTSA4",2.1,93.75,0.82,0.535,0.0159,0.368,12.44,7.84,-3.34,15.64,15.66,0.0682,0.005699999999999999,1.07,0.052199999999999996,0.0088,146862,283521000,0.86,0.07429999999999999,"2020-11-06T23:52:49.539Z"
"UNIP3",35.4,97.29,2.39,1.09,0.0115,0.814,7.93,10.78,-2.83,10.79,6.61,0.1011,0.0132,1.38,0.1001,0.0245,408149,1401020000,0.54,0.3453,"2020-11-06T23:52:49.539Z"
"RADL3",25.31,102.31,10.02,2.167,0.0052,3.205,19.28,44.98,-17,46.19,21.71,0.0482,0.0218,1.52,0.092,0.09789999999999999,163963000,4173490000,0.42,0.1573,"2020-11-06T23:52:49.539Z"
"POSI3",4.32,103.09,0.7,0.339,0.0074,0.257,0.98,17.58,1.54,25.43,11.21,0.019299999999999998,0.005600000000000001,1.5,0.0233,0.0068000000000000005,8582470,878421000,0.92,0.006999999999999999,"2020-11-06T23:52:49.539Z"
"MTRE3",14,103.35,1.53,5.005,0,1.205,1.67,58.9,1.87,28.45,26.49,0.085,0.048600000000000004,6.41,0.0646,0.0148,7066920,970757000,0.07,0,"2020-11-06T23:52:49.539Z"
"ELCA3",24.7,103.52,14.08,4.808,0,2.486,40.88,34.98,-5.42,39.61,27.81,0.1374,0.065,1.25,0.083,0.136,0,3702250000,2.45,0.09179999999999999,"2020-11-06T23:52:49.539Z"
"BOAS3",14.29,103.94,18.34,10.574,0,7.855,-94.53,55.18,-27.86,56.99,25.37,0.1916,0.1017,0.78,0.1782,0.1764,24671100,374132000,0.97,0,"2020-11-06T23:52:49.539Z"
"PQUN3",15.44,104.31,1.88,0.545,0,0.523,7.57,19.5,-0.97,40.25,40.25,0.027999999999999997,0.0052,1.61,0.0302,0.0181,0,858692000,2.28,0.0519,"2020-11-06T23:52:49.539Z"
"PQUN4",15.44,104.31,1.88,0.545,0,0.523,7.57,19.5,-0.97,40.25,40.25,0.027999999999999997,0.0052,1.61,0.0302,0.0181,0,858692000,2.28,0.0519,"2020-11-06T23:52:49.539Z"
"TXRX3",45,108.04,-0.63,2.379,0,1.047,-0.7,-133.65,-0.45,-282.06,-282.06,-0.0178,0.022000000000000002,0.18,-0.0121,-0.0058,8797.48,-303725000,-0.7,0.013500000000000002,"2020-11-06T23:52:49.539Z"
"ALPA3",37.8,108.48,7.71,7.141,0.0013,3.652,14.54,44.63,29.38,44.01,33.76,0.16,0.0613,1.64,0.133,0.0711,99341.4,2882480000,0.58,-0.038900000000000004,"2020-11-06T23:52:49.539Z"
"UGPA3",19.94,110.71,2.36,0.272,0.012,0.607,2.54,13.54,-2.46,20.85,11.87,0.020099999999999996,0.0028000000000000004,1.97,0.0668,0.0213,164036000,9424330000,2.18,0.0212,"2020-11-06T23:52:49.539Z"
"TMAR6",42.01,112.59,0.71,0.519,0,0.181,1.49,4.04,-0.5,8.29,3.21,0.1284,-0.0042,1.62,0.057800000000000004,0.0063,0,20448500000,1.38,0.14800000000000002,"2020-11-06T23:52:49.539Z"
"TMAR5",42.67,114.35,0.72,0.527,0,0.184,1.51,4.1,-0.51,8.35,3.24,0.1284,-0.0042,1.62,0.057800000000000004,0.0063,0,20448500000,1.38,0.14800000000000002,"2020-11-06T23:52:49.539Z"
"CTSA3",2.58,115.18,1.01,0.657,0.0118,0.452,15.29,9.63,-4.11,17.43,17.46,0.0682,0.005699999999999999,1.07,0.052199999999999996,0.0088,121312,283521000,0.86,0.07429999999999999,"2020-11-06T23:52:49.539Z"
"FLCL6",9.91,115.65,61.25,11.283,0,11.168,143.05,64.97,-27.75,67.11,67.11,0.17370000000000002,0.09759999999999999,1.23,0.2291,0.5297,0,72920000,2.96,-0.2963,"2020-11-06T23:52:49.539Z"
"ALPA4",41.51,119.13,8.47,7.842,0.0013,4.01,15.97,49.01,32.26,48.39,37.12,0.16,0.0613,1.64,0.133,0.0711,87131100,2882480000,0.58,-0.038900000000000004,"2020-11-06T23:52:49.539Z"
"NETC3",38.5,123.1,2.12,1.29,0,1.074,-33.02,10.82,-2.96,12.15,5.27,0.1193,0.0155,0.8,0.10949999999999999,0.0172,0,6812390000,0.28,0.6663,"2020-11-06T23:52:49.539Z"
"ROMI4",185,126.63,16.85,16.096,0,8.316,35.65,213.31,119.26,217.36,139.59,0.0755,0.1274,1.68,0.046799999999999994,0.1331,0,805029000,0.56,0.0774,"2020-11-06T23:52:49.539Z"
"NETC4",40,127.89,2.2,1.34,0,1.116,-34.31,11.24,-3.08,12.57,5.45,0.1193,0.0155,0.8,0.10949999999999999,0.0172,0,6812390000,0.28,0.6663,"2020-11-06T23:52:49.539Z"
"FLCL3",11.5,134.2,71.08,13.094,0,12.959,166,75.4,-32.21,77.54,77.54,0.17370000000000002,0.09759999999999999,1.23,0.2291,0.5297,0,72920000,2.96,-0.2963,"2020-11-06T23:52:49.539Z"
"ARZZ3",63.21,136.82,8.59,3.997,0.0127,3.322,8.21,293.52,26.67,295.35,56.31,0.013600000000000001,0.0292,2.21,0.0189,0.06280000000000001,43163500,669467000,0.9,0.0659,"2020-11-06T23:52:49.539Z"
"FLCL5",12.5,145.87,77.26,14.232,0,14.086,180.44,81.95,-35.01,84.09,84.09,0.17370000000000002,0.09759999999999999,1.23,0.2291,0.5297,0,72920000,2.96,-0.2963,"2020-11-06T23:52:49.539Z"
"UGPA4",27.1,150.47,3.21,0.37,0,0.825,3.45,18.4,-3.35,25.71,14.64,0.020099999999999996,0.0028000000000000004,1.97,0.0668,0.0213,0,9424330000,2.18,0.0212,"2020-11-06T23:52:49.539Z"
"TMAR3",62,166.16,1.04,0.765,0,0.268,2.2,5.96,-0.74,10.21,3.96,0.1284,-0.0042,1.62,0.057800000000000004,0.0063,0,20448500000,1.38,0.14800000000000002,"2020-11-06T23:52:49.539Z"
"TELB3",71.9,171.61,3.07,18.879,0,1.153,4.79,-18.14,-3.53,-15.88,-62.13,-1.0409,0.11,5.3,-0.0818,0.0179,218443,1591550000,0.17,0.4235,"2020-11-06T23:52:49.539Z"
"MOVI3",20.23,185.55,2.77,1.466,0.0066,0.811,13.57,11.73,-2.28,15.64,9.02,0.125,0.0079,1.2,0.1142,0.015,50619100,2179270000,1.71,0.2529,"2020-11-06T23:52:49.539Z"
"VULC4",18,215.67,4.3,4.132,0,2.949,6.2,65.26,9.32,64.61,29.05,0.0633,0.0191,4.08,0.0592,0.0199,0,1029360000,0.27,0.0143,"2020-11-06T23:52:49.539Z"
"JBSS3",20.11,224.93,1.49,0.23,0.0275,0.331,1.93,2.87,-0.89,5.79,4.22,0.08,0.0018,1.8,0.1557,0.0066,388627000,36011800000,2.14,0.0739,"2020-11-06T23:52:49.539Z"
"ELEV3",24.3,312.39,3.22,0.688,0,0.954,5.75,37.19,-5.18,51.41,51.41,0.018500000000000003,0.0027,1.47,0.0301,0.0103,0,489356000,1.35,0.0369,"2020-11-06T23:52:49.539Z"
"PRBC4",14.54,322.25,40.63,0,0,0,0,0,0,0,0,0,0,0,0,0.1261,0,1165810000,0,0.12269999999999999,"2020-11-06T23:52:49.539Z"
"NORD3",6.11,334.33,-0.29,25.539,0,2.38,-0.84,-63.31,-0.26,-121.32,-121.32,-0.40340000000000004,0.0764,0.02,-0.0385,-0.0009,16227.9,-139667000,-0.27,0.7497,"2020-11-06T23:52:49.539Z"
"RHDS4",1,363.45,29.5,4.977,0,7.182,-593.56,68.11,-24.55,71.32,53.72,0.0731,0.011699999999999999,0.97,0.11800000000000001,0.0812,0,272045000,1.49,0.0438,"2020-11-06T23:52:49.539Z"
"ARTR3",10.01,421.57,0.9,1.232,0,0.359,-12.75,9.38,-0.7,21.07,6.39,0.13140000000000002,0.0029,0.76,0.041299999999999996,0.0021,0,6427780000,1.28,0.0022,"2020-11-06T23:52:49.539Z"
"GUAR4",151,457.74,15.36,11.028,0,6.232,43.09,1167.39,-185.07,1192.38,134.24,0.009399999999999999,0.0241,1.35,0.0067,0.0336,0,4906450000,0.81,0.0546,"2020-11-06T23:52:49.539Z"
"MGLU3",27.33,480.87,23.86,8.054,0.0012,8.639,47.88,293.07,1083.18,290.9,142.25,0.0275,0.0167,1.39,0.0495,0.0496,1081810000,7443840000,0.22,0.2527,"2020-11-06T23:52:49.539Z"
"LWSA3",75.6,598.99,14.76,22.188,0,8.033,19.92,224.28,30.87,215.64,93.17,0.0989,0.037000000000000005,2.29,0.0703,0.0246,97269300,644643000,0.3,0,"2020-11-06T23:52:49.539Z"
"UBBR4",7.49,610.27,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0.0033,0,10317200000,0,0.1058,"2020-11-06T23:52:49.539Z"
"BIDI4",20.23,636.25,7.31,0,0.0034000000000000002,0,0,0,0,0,0,0,0,0,0,0.0115,38283200,2115160000,0,0.1558,"2020-11-06T23:52:49.539Z"
"BIDI3",20.3,638.45,7.34,0,0.0034000000000000002,0,0,0,0,0,0,0,0,0,0,0.0115,7192090,2115160000,0,0.1558,"2020-11-06T23:52:49.539Z"
"BIDI11",60.98,639.29,7.35,0,0.0034000000000000002,0,0,0,0,0,0,0,0,0,0,0.0115,57228500,2115160000,0,0.1558,"2020-11-06T23:52:49.539Z"
"SQIA3",22.4,672.47,3.65,8.204,0,2.608,5.18,651.4,8.16,544.8,61.01,0.0126,0.0123,5.96,0.0091,0.0054,13597900,432572000,0.18,0.2413,"2020-11-06T23:52:49.539Z"
"UBBR11",14.75,1201.81,3.91,0,0,0,0,0,0,0,0,0,0,0,0,0.0033,0,10317200000,0,0.1058,"2020-11-06T23:52:49.539Z"
"UBBR3",18,1466.61,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0.0033,0,10317200000,0,0.1058,"2020-11-06T23:52:49.539Z"
"PEAB3",57.06,1823.93,1.54,1.948,0.0433,1.161,3.68,69.1,5.95,59.5,59.5,0.0282,0.0011,3.55,0.0208,0.0008,31478.1,475574000,0,0.0712,"2020-11-06T23:52:49.539Z"
"PEAB4",60,1917.91,1.62,2.048,0.0453,1.221,3.87,72.66,6.26,63.06,63.06,0.0282,0.0011,3.55,0.0208,0.0008,22737.4,475574000,0,0.0712,"2020-11-06T23:52:49.539Z"
"LINX3",37,2354.88,4.17,8.336,0.003,2.821,12.28,46.96,33.96,44.92,23.26,0.1775,0.0034999999999999996,2.3,0.08109999999999999,0.0018,80171600,1679890000,0.19,0.1575,"2020-11-06T23:52:49.539Z"
"APER3",32.98,3711.87,2.11,3.758,0.0016,1.285,10.45,-1133.56,-10.25,-977.14,50.76,-0.0033,0.001,1.86,-0.0014000000000000002,0.0006,1228560,179079000,0,-0.0808,"2020-11-06T23:52:49.539Z"
