"papel","cotacao","P/L","P/VP","PSR","div.yield","P/ativo","P/cap.giro","P/EBIT","P/ativ_circ.liq","EV/EBIT","EV/EBITDA","mrg_ebit","mrg.Liq","liq.corr","ROIC","ROE","liq.2meses","patrim.liq","div.brut/patrim","cresc.rec.5a","data"
"ARTE3",7.7,-0.04,-0.04,0,0,0.103,0,-0.52,0,-15.85,-15.85,0,0,0,0,1.0290000000000001,0,-33570000,0,-0.6435,"2020-10-27T23:43:20.654Z"
"TROR3",2.63,-0.03,-0.01,0.598,0,0.532,-0.01,-6.57,-0.01,-728.92,-728.92,-0.0911,-17.4552,0.01,-0.0977,0.2114,0,-1959650000,-0.8,0.0634,"2020-10-27T23:43:20.654Z"
"VPSC3",6.03,-0.03,2.59,0.017,0,0.02,-0.03,-0.08,-0.04,-0.15,-0.15,-0.22820000000000001,-0.5589999999999999,0.43,-0.28559999999999997,-82.4683,0,1232000,6.15,-0.1002,"2020-10-27T23:43:20.654Z"
"VPTA3",5,-0.03,0,0.124,0,0.026,-0.01,-0.06,0,-6.82,-6.82,-1.9357,-3.9638,0.23,-0.45,0.1011,0,-867658000,-0.34,-0.5891,"2020-10-27T23:43:20.654Z"
"ARTE4",6.81,-0.03,-0.03,0,0,0.091,0,-0.46,0,-15.79,-15.79,0,0,0,0,1.0290000000000001,0,-33570000,0,-0.6435,"2020-10-27T23:43:20.654Z"
"RCTB42",20,-0.02,0,0.006,0,0,0,-0.01,0,2.14,7.28,-1.0979999999999999,-0.25670000000000004,4.88,-0.08130000000000001,-0.0394,0,1606030000,0.18,0.2757,"2020-10-27T23:43:20.654Z"
"TROR4",1.56,-0.02,0,0.355,0,0.316,0,-3.9,0,-726.24,-726.24,-0.0911,-17.4552,0.01,-0.0977,0.2114,0,-1959650000,-0.8,0.0634,"2020-10-27T23:43:20.654Z"
"GAFP4",0.05,-0.02,-0.01,0.155,0,0.006,-0.04,-0.2,0,-46.65,-46.65,-0.7757,-9.8128,0.51,-0.0321,0.38789999999999997,0,-80712500,-1.43,-0.5809000000000001,"2020-10-27T23:43:20.654Z"
"MILK33",0.3,-0.02,-0.02,0.077,0,0.029,-0.08,-0.04,-0.02,-0.11,-0.12,-1.768,-5.0808,0.5,-0.7091,1.6512,0,-516285000,-0.04,-0.4204,"2020-10-27T23:43:20.654Z"
"TENE5",0.5,-0.01,0,0,0,0.003,0,-0.05,0,-0.47,0.64,0,0,0,0,0.0664,0,-69256000,0,0,"2020-10-27T23:43:20.654Z"
"SCLO4",0.41,-0.01,0,-1.022,0,0.02,0,0.31,0,21.17,21.17,-3.3377,93.2753,0.01,0.0684,0.2245,0,-159657000,-0.17,0.09849999999999999,"2020-10-27T23:43:20.654Z"
"CGOS4",16,0,0,0,0,0,0,-0.16,0,-313.85,-313.85,-0.002,-0.1048,0.54,-0.0008,-0.39020000000000005,0,453387000,2.48,0.0897,"2020-10-27T23:43:20.654Z"
"CBMA3",0.01,0,0,1.506,0,0.007,-1.82,1.44,0,15243.6,15243.6,1.0441,-2166.55,0.87,0.004699999999999999,0.1134,0,-12738200000,-0.85,2.957,"2020-10-27T23:43:20.654Z"
"CBMA4",0.01,0,0,1.506,0,0.007,-1.82,1.44,0,15243.6,15243.6,1.0441,-2166.55,0.87,0.004699999999999999,0.1134,0,-12738200000,-0.85,2.957,"2020-10-27T23:43:20.654Z"
"ABCB3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1023,0,4093300000,0,0.0277,"2020-10-27T23:43:20.654Z"
"AGEI3",7.8,0,1.25,0,0,0.47,1.39,0,-12.59,0,0,0,0,2.45,0,0,0,1878210000,1.01,0,"2020-10-27T23:43:20.654Z"
"ALBA3",2.15,0,0,0,0,0,0,0,0,-1.27,-1.27,0.095,0.0962,1.83,0.204,0.1977,0,354860000,0.03,0.1469,"2020-10-27T23:43:20.654Z"
"ALPK3",9.8,0,2.48,0,0,0.604,-3.31,0,-0.99,0,0,0,0,0.44,0,0,1113930,766581000,2.15,0,"2020-10-27T23:43:20.654Z"
"AMBP3",25.8,0,12.52,0,0,3.088,12.41,0,-11.21,0,0,0,0,2.21,0,0,12927100,232724000,2.29,0,"2020-10-27T23:43:20.654Z"
"ARPS3",0.3,0,0,0,0,0,0,0,0,-14.08,-14.08,-0.0492,-0.1159,0.91,-0.0664,0.2034,0,-12690000,-1.24,-0.1753,"2020-10-27T23:43:20.654Z"
"ARPS4",0,0,0,0,0,0,0,0,0,-14.08,-14.08,-0.0492,-0.1159,0.91,-0.0664,0.2034,0,-12690000,-1.24,-0.1753,"2020-10-27T23:43:20.654Z"
"AURA32",50.87,0,0.99,0,0,0.483,9.07,0,-2.53,0,0,0,0,1.2,0,0,3689740,992383000,0.39,0,"2020-10-27T23:43:20.654Z"
"BBSE3",25.28,0,0,0,0.1636,0,0,0,0,0,0,0,0,0,0,0,108406000,0,0,0,"2020-10-27T23:43:20.654Z"
"BBTG11",15.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10-27T23:43:20.654Z"
"BBTG13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10-27T23:43:20.654Z"
"BERG3",33,0,0,0,0,0,0,0,0,-10.49,-10.49,-0.086,-0.326,0.46,-0.0558,-1.0271,0,9538000,2.86,-0.08,"2020-10-27T23:43:20.654Z"
"BMEF3",11,0,4.16,0,0,3.482,10.24,0,11.3,0,0,0,0,3.7,0,0,0,2674780000,0,0,"2020-10-27T23:43:20.654Z"
"BMGB11",33.6,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4036350000,0,0,"2020-10-27T23:43:20.654Z"
"BMGB4",5.35,0,0.78,0,0.0395,0,0,0,0,0,0,0,0,0,0,0,8369110,4036350000,0,0,"2020-10-27T23:43:20.654Z"
"BOVH3",15.71,0,6.16,0,0,4.874,6.9,0,6.91,0,0,0,0,4.4,0,0,0,1843320000,0,0,"2020-10-27T23:43:20.654Z"
"BPAT33",20,0,0.82,0,0.35719999999999996,0,0,0,0,0,0,0,0,0,0,0,0,876492000,0,0,"2020-10-27T23:43:20.654Z"
"BPNM3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1206,0,5112740000,0,0.1497,"2020-10-27T23:43:20.654Z"
"BSGR3",1091.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10-27T23:43:20.654Z"
"CCHI3",0.02,0,-0.01,0,0,0.077,0,0,0,0,0,0,0,0,0,0,0,-160477000,0,0.2036,"2020-10-27T23:43:20.654Z"
"CCHI4",0.02,0,-0.01,0,0,0.077,0,0,0,0,0,0,0,0,0,0,0,-160477000,0,0.2036,"2020-10-27T23:43:20.654Z"
"CMMA4",0.81,0,0,0,0,0,0,0,0,0.03,0.03,0,0,0,0,-0.0192,0,-79623000,0,0,"2020-10-27T23:43:20.654Z"
"CPFP4",44,0,3.63,0,0,0.496,-31.35,0,-1.08,0,0,0,0,0.96,0,0,0,644077000,3.57,0,"2020-10-27T23:43:20.654Z"
"CSAB3",42.09,0,0,0,0.0737,0,0,0,0,0,0,0,0,0,0,0,34525.5,0,0,0,"2020-10-27T23:43:20.654Z"
"CSAB4",51.99,0,0,0,0.06559999999999999,0,0,0,0,0,0,0,0,0,0,0,370.71,0,0,0,"2020-10-27T23:43:20.654Z"
"CSPC3",1.24,0,0,0,0,0,0,0,0,1.43,1.43,0.3862,0.1885,1.43,0.2918,0.4533,0,2126670000,1.48,0.4115,"2020-10-27T23:43:20.654Z"
"CSPC4",1.2,0,0,0,0,0,0,0,0,1.43,1.43,0.3862,0.1885,1.43,0.2918,0.4533,0,2126670000,1.48,0.4115,"2020-10-27T23:43:20.654Z"
"CURY3",10.33,0,11.73,0,0,2.108,5.37,0,16.77,0,0,0,0,1.89,0,0,11545700,257103000,1.31,0,"2020-10-27T23:43:20.654Z"
"CZRS3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334,0,1145670000,0,0.1444,"2020-10-27T23:43:20.654Z"
"DAYC3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17329999999999998,0,3009030000,0,0.0815,"2020-10-27T23:43:20.654Z"
"DMVF3",11.01,0,1.24,0,0,0.461,-3.79,0,-1.27,0,0,0,0,0.69,0,0,7325700,449022000,0.76,0,"2020-10-27T23:43:20.654Z"
"DUFB11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10-27T23:43:20.654Z"
"ECIS3",211.65,0,0,0,0,0,0,0,0,1.53,1.53,0.349,0.1418,1.38,0.12480000000000001,0.0733,0,129346000,0.38,0.0466,"2020-10-27T23:43:20.654Z"
"ECIS4",145,0,0,0,0,0,0,0,0,1.53,1.53,0.349,0.1418,1.38,0.12480000000000001,0.0733,0,129346000,0.38,0.0466,"2020-10-27T23:43:20.654Z"
"ESTC4",0,0,0,0,0,0,0,0,0,4.88,2.93,0.1632,0.0833,1.48,0.0818,0.0934,0,3199140000,1.49,0.0414,"2020-10-27T23:43:20.654Z"
"GALO3",0,0,0,0,0,0,0,0,0,0,0,0.1398,-1.8458,0,0.3937,0.0762,0,-60607000,0,-0.2897,"2020-10-27T23:43:20.654Z"
"GALO4",0.25,0,0,0,0,0,0,0,0,0,0,0.1398,-1.8458,0,0.3937,0.0762,0,-60607000,0,-0.2897,"2020-10-27T23:43:20.654Z"
"GMAT3",8.1,0,7.92,0,0,3.478,8.17,0,24.79,0,0,0,0,2.62,0,0,40199300,2252860000,0.74,0,"2020-10-27T23:43:20.654Z"
"ICPI3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10-27T23:43:20.654Z"
"ILLS4",100.01,0,0,0,0,0,0,0,0,0.73,0.73,0.0843,-0.10220000000000001,0.5,0.0814,0.36090000000000005,0,-18567000,-0.22,0.0933,"2020-10-27T23:43:20.654Z"
"INHA3",0,0,0,0,0,0,0,0,0,2.66,2.13,0.1076,-0.0115,1.76,0.0183,-0.0031,0,1175850000,0.57,-0.2438,"2020-10-27T23:43:20.654Z"
"IRBR3",6.73,0,0,0,0.0518,0,0,0,0,0,0,0,0,0,0,0,434772000,0,0,0,"2020-10-27T23:43:20.654Z"
"JFAB4",0.06,0,0,0,0,0,0,0,0,-112.33,-112.33,0,0,0,0,0.023399999999999997,0,-10183000,0,0,"2020-10-27T23:43:20.654Z"
"LATS3",22,0,0,0,0,0,0,0,0,1.27,1.27,0.1174,0.013000000000000001,1.67,0.11630000000000001,0.0184,0,680646000,0.39,0.1537,"2020-10-27T23:43:20.654Z"
"LAVV3",7.48,0,8.66,0,0,2.666,6.61,0,12.6,0,0,0,0,2.1,0,0,20033000,185331000,0.28,0,"2020-10-27T23:43:20.654Z"
"LECO3",0,0,0,0,0,0,0,0,0,-3,-3,-0.021400000000000002,-0.0472,0.82,-0.0348,-0.1482,0,105928000,0.2,0.0358,"2020-10-27T23:43:20.654Z"
"LJQQ3",15.09,0,19.02,0,0,1.676,7.14,0,-7.07,0,0,0,0,1.53,0,0,18871200,148575000,2.8,0,"2020-10-27T23:43:20.654Z"
"MELK3",7.75,0,3,0,0,1.107,3.27,0,6.01,0,0,0,0,1.81,0,0,3668400,536819000,0.51,0,"2020-10-27T23:43:20.654Z"
"MLPA3",0,0,0,0,0,0,0,0,0,-2.08,-2.08,0.0666,0.0892,0,0,0.45130000000000003,0,44578000,0,-0.0751,"2020-10-27T23:43:20.654Z"
"MMAQ3",0,0,0,0,0,0,0,0,0,29.32,29.32,-0.0059,0.0541,2.75,-0.013000000000000001,0.096,0,162929000,0.05,0.12050000000000001,"2020-10-27T23:43:20.654Z"
"MSAN3",6.44,0,0,0,0,0,0,0,0,0.21,0.21,0.06269999999999999,0.0242,1.18,0.11779999999999999,0.11810000000000001,0,2533030000,0.39,1.0134999999999998,"2020-10-27T23:43:20.654Z"
"MSAN4",6.44,0,0,0,0,0,0,0,0,0.21,0.21,0.06269999999999999,0.0242,1.18,0.11779999999999999,0.11810000000000001,0,2533030000,0.39,1.0134999999999998,"2020-10-27T23:43:20.654Z"
"PETZ3",17.53,0,12.92,0,0,3.555,19.74,0,-15.37,0,0,0,0,1.57,0,0,72983300,505953000,1.05,0,"2020-10-27T23:43:20.654Z"
"PINE3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0552,0,845022000,0,-0.0508,"2020-10-27T23:43:20.654Z"
"PLPL3",9.66,0,13.59,0,0,2.202,2.75,0,16.46,0,0,0,0,5.68,0,0,9844910,145242000,2.43,0,"2020-10-27T23:43:20.654Z"
"PRBC3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1261,0,1165810000,0,0.12269999999999999,"2020-10-27T23:43:20.654Z"
"PTIP3",22,0,0,0,0,0,0,0,0,3.62,3.62,0.1373,0.0755,0.7,0.23129999999999998,-1.2174,0,-155957000,-9.02,0.6211,"2020-10-27T23:43:20.654Z"
"PTIP4",25.15,0,0,0,0,0,0,0,0,3.62,3.62,0.1373,0.0755,0.7,0.23129999999999998,-1.2174,0,-155957000,-9.02,0.6211,"2020-10-27T23:43:20.654Z"
"REPA3",1,0,0,0,0,0,0,0,0,4.54,4.54,0.0518,0.012199999999999999,1.99,0.0405,0.0191,0,378378000,0.42,0.0109,"2020-10-27T23:43:20.654Z"
"REPA4",1.08,0,0,0,0,0,0,0,0,4.54,4.54,0.0518,0.012199999999999999,1.99,0.0405,0.0191,0,378378000,0.42,0.0109,"2020-10-27T23:43:20.654Z"
"SALM3",5.7,0,0,0,0,0,0,0,0,1.1,1.1,0.10220000000000001,0.041299999999999996,1.31,0.25780000000000003,0.1953,0,475600000,0.8,0.24530000000000002,"2020-10-27T23:43:20.654Z"
"SALM4",5.9,0,0,0,0,0,0,0,0,1.1,1.1,0.10220000000000001,0.041299999999999996,1.31,0.25780000000000003,0.1953,0,475600000,0.8,0.24530000000000002,"2020-10-27T23:43:20.654Z"
"SANB11",33.27,0,0,0,0.07629999999999999,0,0,0,0,0,0,0,0,0,0,0,105575000,0,0,-0.1484,"2020-10-27T23:43:20.654Z"
"SANB3",15.35,0,0,0,0.0787,0,0,0,0,0,0,0,0,0,0,0,2363330,0,0,-0.1484,"2020-10-27T23:43:20.654Z"
"SANB4",17.9,0,0,0,0.0742,0,0,0,0,0,0,0,0,0,0,0,3599470,0,0,-0.1484,"2020-10-27T23:43:20.654Z"
"SASG3",0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10-27T23:43:20.654Z"
"SEBB3",0,0,0,0,0,0,0,0,0,-0.23,-0.23,0.0924,0.07400000000000001,2.44,0.2415,0.23010000000000003,0,145783000,0.01,0.5004,"2020-10-27T23:43:20.654Z"
"SEBB4",0,0,0,0,0,0,0,0,0,-0.23,-0.23,0.0924,0.07400000000000001,2.44,0.2415,0.23010000000000003,0,145783000,0.01,0.5004,"2020-10-27T23:43:20.654Z"
"SEQL3",12.45,0,24.15,0,0,1.964,126.04,0,-3.42,0,0,0,0,1.05,0,0,4507580,65435000,6.75,0,"2020-10-27T23:43:20.654Z"
"SFSA3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,739524000,0,0.0015,"2020-10-27T23:43:20.654Z"
"SGEN3",5,0,0.77,593.76,0,0.493,-8.34,-31.73,-2.01,-32.42,-32.42,-18.7117,0,0.65,-0.0159,0,0,156981000,0.02,-0.5985,"2020-10-27T23:43:20.654Z"
"SGEN4",0.6,0,0.09,71.251,0,0.059,-1,-3.81,-0.24,-4.5,-4.5,-18.7117,0,0.65,-0.0159,0,0,156981000,0.02,-0.5985,"2020-10-27T23:43:20.654Z"
"SIMH3",27.59,0,6.18,0,0,0.241,0.76,0,-0.67,0,0,0,0,2.46,0,0,7348710,920731000,18.69,0,"2020-10-27T23:43:20.654Z"
"SLCP3",610.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10-27T23:43:20.654Z"
"SOMA3",10.1,0,16.31,0,0,3.22,-41.6,0,-11.48,0,0,0,0,0.87,0,0,17145200,295398000,1.9,0,"2020-10-27T23:43:20.654Z"
"TFCO4",9.25,0,436.97,0,0,30.906,699.31,0,-126.13,0,0,0,0,1.07,0,0,2070240,20094000,1.5,0,"2020-10-27T23:43:20.654Z"
"TNEP3",3.01,0,0,0,0,0,0,0,0,-1.09,-1.09,0.20920000000000002,0.25420000000000004,2.39,0.2053,0.228,0,955105000,0.06,0.0815,"2020-10-27T23:43:20.654Z"
"TNEP4",3.95,0,0,0,0,0,0,0,0,-1.09,-1.09,0.20920000000000002,0.25420000000000004,2.39,0.2053,0.228,0,955105000,0.06,0.0815,"2020-10-27T23:43:20.654Z"
"VVAX3",0,0,0,0,0,0,0,0,0,-4.44,-4.44,-0.0736,-0.3776,2.19,-0.0652,-0.9203,0,144676000,1.55,0,"2020-10-27T23:43:20.654Z"
"VVAX4",0,0,0,0,0,0,0,0,0,-4.44,-4.44,-0.0736,-0.3776,2.19,-0.0652,-0.9203,0,144676000,1.55,0,"2020-10-27T23:43:20.654Z"
"VGOR3",0,0,0,0,0,0,0,0,0,6.77,6.77,0.045,-0.045899999999999996,1.04,0.06,-0.2429,0,135178000,1.89,0.04769999999999999,"2020-10-27T23:43:20.654Z"
"ENER5",6,0,0,0,0,0,0,0,0,3.08,2.15,0.1812,0.105,1.27,0.16390000000000002,0.336,0,849354000,2.28,0.0886,"2020-10-27T23:43:20.654Z"
"ENER3",10.5,0,0,0,0,0,0,0,0,3.08,2.15,0.1812,0.105,1.27,0.16390000000000002,0.336,0,849354000,2.28,0.0886,"2020-10-27T23:43:20.654Z"
"ENER6",12,0,0,0,0,0,0,0,0,3.08,2.15,0.1812,0.105,1.27,0.16390000000000002,0.336,0,849354000,2.28,0.0886,"2020-10-27T23:43:20.654Z"
"TEFC11",35.5,0,0,0,0,0,0,0,0,3.45,3.45,0.2354,0.1418,0.61,0.1485,0.4672,0,45856000000,2.95,0.1291,"2020-10-27T23:43:20.654Z"
"OSAO4",8.98,0,0,0,0,0,0,0,0,-2.64,9.29,-0.1535,0.0875,0.45,-0.105,-0.2329,0,-136260000,-1.23,-0.0144,"2020-10-27T23:43:20.654Z"
"CESP4",16.29,0,0,0.003,0,0,0.01,0.01,0,1.57,0.96,0.3604,0.8458,1.56,0.053899999999999997,0.2114,0,7176750000,0.25,-0.046,"2020-10-27T23:43:20.654Z"
"CAFE4",0.5,0,0,0.071,0,0.004,0,-0.13,0,-45.27,-53.49,-0.5307,21.638,0.02,-0.0281,-0.6417,0,-377387000,-0.98,-0.113,"2020-10-27T23:43:20.654Z"
"MLPA12",40,0.01,0,0.001,0,0.002,0,0.01,0,-2.06,-2.06,0.0666,0.0892,0,0,0.45130000000000003,0,44578000,0,-0.0751,"2020-10-27T23:43:20.654Z"
"MLPA4",45,0.01,0,0.001,0,0.003,0,0.01,0,-2.06,-2.06,0.0666,0.0892,0,0,0.45130000000000003,0,44578000,0,-0.0751,"2020-10-27T23:43:20.654Z"
"SCAR4",10,0.01,0,0.002,0,0,0,0,0,7.06,5.44,0.4964,0.1331,2.02,0.0584,0.027000000000000003,0,1499310000,1.04,-0.0385,"2020-10-27T23:43:20.654Z"
"CAFE3",2,0.02,-0.01,0.283,0,0.015,-0.01,-0.53,-0.01,-45.67,-53.96,-0.5307,21.638,0.02,-0.0281,-0.6417,0,-377387000,-0.98,-0.113,"2020-10-27T23:43:20.654Z"
"BSCT3",4.05,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09050000000000001,0,212960000,0,0.0192,"2020-10-27T23:43:20.654Z"
"LREN4",105,0.05,0.02,0.01,0,0.007,0.03,0.05,-0.42,0.69,0.48,0.21420000000000003,0.1895,1.51,0.1757,0.2821,0,5425950000,0.64,0.0793,"2020-10-27T23:43:20.654Z"
"BPHA3",0.62,0.06,-0.24,-20.054,0,0.995,-0.38,0.78,-0.2,1.6,1.43,-25.8169,-336.525,0.06,4.0100999999999996,-4.025,0,-292294000,-0.26,-0.5339,"2020-10-27T23:43:20.654Z"
"BRSR4",181.1,0.07,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.1298,0,8217060000,0,0.0727,"2020-10-27T23:43:20.654Z"
"CREM4",48,0.11,0.01,0.002,0,0.002,0.02,0.03,-0.02,3.55,2.09,0.0805,0.021,1.29,0.11359999999999999,0.075,0,189701000,1.58,-0.0027,"2020-10-27T23:43:20.654Z"
"MTIG3",5.21,0.11,0.04,0.009,0,0.01,-0.03,-0.28,-0.02,-14.53,453.92,-0.032400000000000005,0.0803,0.48,-0.0405,0.35810000000000003,0,30881600,2.07,0.0097,"2020-10-27T23:43:20.654Z"
"PALF11",125,0.12,0.07,0.01,0,0.008,0.06,0.08,-0.02,2.92,2.2,0.1208,0.0864,1.41,0.1427,0.5771000000000001,0,1606080000,4.48,0.0953,"2020-10-27T23:43:20.654Z"
"TPRC6",105,0.13,0.01,0.015,0,0.006,0.12,0.08,-0.03,0,0,0.19440000000000002,0.11109999999999999,1.34,0.0967,0.0833,0,22847800000,0.14,0.0229,"2020-10-27T23:43:20.654Z"
"TPRC3",113.5,0.14,0.01,0.016,0,0.007,0.13,0.08,-0.03,0.01,0,0.19440000000000002,0.11109999999999999,1.34,0.0967,0.0833,0,22847800000,0.14,0.0229,"2020-10-27T23:43:20.654Z"
"PALF5",236.6,0.22,0.13,0.019,0,0.015,0.11,0.16,-0.04,2.99,2.26,0.1208,0.0864,1.41,0.1427,0.5771000000000001,0,1606080000,4.48,0.0953,"2020-10-27T23:43:20.654Z"
"PALF3",279.9,0.27,0.15,0.023,0,0.018,0.13,0.19,-0.04,3.02,2.28,0.1208,0.0864,1.41,0.1427,0.5771000000000001,0,1606080000,4.48,0.0953,"2020-10-27T23:43:20.654Z"
"FHER3",2.54,0.27,-0.62,0.089,0,0.085,0.64,-3.02,-0.13,-5.8,-16.02,-0.029500000000000002,0.3331,1.36,-0.0375,-2.3184,177221,-220710000,-0.74,-0.2989,"2020-10-27T23:43:20.654Z"
"ASSM4",6.1,0.29,-0.15,-8.357,0,0.133,-0.2,0.4,-0.08,1.88,1.88,-20.843899999999998,-29.156100000000002,0.21,0.3538,-0.5073,0,-9943000,-0.56,-0.08789999999999999,"2020-10-27T23:43:20.654Z"
"AZEV4",4.25,0.3,-0.09,-0.495,0,0.406,-0.12,0.8,-0.08,2,2,-0.6154,-1.65,0.14,1.0812,-0.3071,238291,-248956000,-0.14,-0.49439999999999995,"2020-10-27T23:43:20.654Z"
"GAZO4",2.32,0.31,-0.03,-1.411,0,0.205,-0.46,0.86,-0.03,1.03,1.03,-1.64,-4.5448,0.35,0.2506,-0.1061,0,-102667000,-0.01,-0.2821,"2020-10-27T23:43:20.654Z"
"ASSM3",7.12,0.33,-0.17,-9.754,0,0.155,-0.23,0.47,-0.09,1.95,1.95,-20.843899999999998,-29.156100000000002,0.21,0.3538,-0.5073,0,-9943000,-0.56,-0.08789999999999999,"2020-10-27T23:43:20.654Z"
"BELG4",1370,0.36,0.07,0.062,0,0.044,0.29,0.23,2.59,0.4,0.4,0.27699999999999997,0.1946,1.97,0.22039999999999998,0.1859,0,13495400000,0.17,0.48469999999999996,"2020-10-27T23:43:20.654Z"
"BELG3",1375.5,0.36,0.07,0.063,0,0.044,0.29,0.23,2.6,0.41,0.41,0.27699999999999997,0.1946,1.97,0.22039999999999998,0.1859,0,13495400000,0.17,0.48469999999999996,"2020-10-27T23:43:20.654Z"
"AGEN33",0.16,0.39,-0.03,0,0,0.066,-0.17,0.11,-0.02,3.73,3.61,0,0,0.09,0.8767,-0.0885,0,-1112630000,-1.11,-0.8703,"2020-10-27T23:43:20.654Z"
"TRPN3",0.71,0.44,0.54,0.263,1.0473999999999999,0.399,0.59,0.36,0.59,-0.35,-0.35,0.7228,0.5929,3.61,5.2301,1.2235,0,59358000,0,0.057699999999999994,"2020-10-27T23:43:20.654Z"
"GAZO3",3.4,0.45,-0.05,-2.068,0,0.301,-0.67,1.26,-0.04,1.43,1.43,-1.64,-4.5448,0.35,0.2506,-0.1061,0,-102667000,-0.01,-0.2821,"2020-10-27T23:43:20.654Z"
"FCAP3",0.62,0.52,0.11,0,0,0.089,0,-6.18,0,-15.27,-15.27,0,0,0,0,0.2183,0,107134000,0,0,"2020-10-27T23:43:20.654Z"
"MMAQ4",200.06,0.58,0.06,0.031,0.7979999999999999,0.038,0.07,-5.27,0.08,24.04,24.04,-0.0059,0.0541,2.75,-0.013000000000000001,0.096,0,162929000,0.05,0.12050000000000001,"2020-10-27T23:43:20.654Z"
"FCAP4",0.7,0.58,0.13,0,0,0.1,0,-6.98,0,-16.07,-16.07,0,0,0,0,0.2183,0,107134000,0,0,"2020-10-27T23:43:20.654Z"
"HETA3",4.01,0.59,-0.01,1.968,0,0.197,-0.05,2.82,-0.01,449.9,449.9,0.6987000000000001,3.3147,0.02,0.0712,-0.009000000000000001,0,-382914000,-0.85,-0.2194,"2020-10-27T23:43:20.654Z"
"NUTR3",229,0.77,1.97,0.437,0,0.469,2.08,18.84,-1.99,24.02,18.19,0.0232,0.5648,1.75,0.0301,2.5450999999999997,9962.83,14884000,0.59,0.23670000000000002,"2020-10-27T23:43:20.654Z"
"TARP11",18.02,0.82,0.25,26.009,0,0.245,0,197.74,0,195.29,195.29,0.1315,31.7005,0,0,0.2989,0,678212000,0,-0.7136,"2020-10-27T23:43:20.654Z"
"AZEV3",12.28,0.87,-0.27,-1.43,0,1.173,-0.36,2.32,-0.24,3.52,3.52,-0.6154,-1.65,0.14,1.0812,-0.3071,129064,-248956000,-0.14,-0.49439999999999995,"2020-10-27T23:43:20.654Z"
"MTIG4",41.62,0.91,0.32,0.073,0,0.08,-0.25,-2.25,-0.17,-16.49,515.35,-0.032400000000000005,0.0803,0.48,-0.0405,0.35810000000000003,23219.4,30881600,2.07,0.0097,"2020-10-27T23:43:20.654Z"
"MTBR3",0.99,1.05,0.81,0.186,0,0.261,1.72,3.38,3.48,0.92,0.69,0.055099999999999996,0.1775,1.25,0.1962,0.7696,0,1841660000,0.11,-0.06480000000000001,"2020-10-27T23:43:20.654Z"
"MTBR4",1.05,1.11,0.86,0.197,0,0.277,1.83,3.58,3.69,1.13,0.84,0.055099999999999996,0.1775,1.25,0.1962,0.7696,0,1841660000,0.11,-0.06480000000000001,"2020-10-27T23:43:20.654Z"
"HETA4",7.8,1.16,-0.01,3.829,0,0.383,-0.1,5.48,-0.01,452.56,452.56,0.6987000000000001,3.3147,0.02,0.0712,-0.009000000000000001,23155.4,-382914000,-0.85,-0.2194,"2020-10-27T23:43:20.654Z"
"TSPP4",9.05,1.24,0.37,0.188,0,0.162,-4.02,0.85,-0.65,1.3,1.3,0.22010000000000002,0.152,0.89,0.23920000000000002,0.2988,0,9816290000,0.35,0.1306,"2020-10-27T23:43:20.654Z"
"TSPP3",12.6,1.72,0.51,0.262,0,0.225,-5.59,1.19,-0.91,1.63,1.63,0.22010000000000002,0.152,0.89,0.23920000000000002,0.2988,0,9816290000,0.35,0.1306,"2020-10-27T23:43:20.654Z"
"CTKA4",12.49,1.74,-0.29,0.236,0,0.2,0.73,2.47,-0.19,17.35,12.71,0.0955,0.1358,1.8,0.10619999999999999,-0.1699,32751.8,-262809000,-2.01,0.0369,"2020-10-27T23:43:20.654Z"
"BNBR4",27.01,1.76,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.2249,0,5888600000,0,0.1232,"2020-10-27T23:43:20.654Z"
"PLAS3",4.67,1.83,-0.43,0.16,0,0.1,-0.46,-1.04,-0.09,-3.68,12.95,-0.1535,0.0875,0.45,-0.105,-0.2329,7818.37,-136260000,-1.23,-0.0144,"2020-10-27T23:43:20.654Z"
